City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,cockburn town,21.4612,-71.1419,24.99,79,20,9.43,TC,1738267234
291,sechura,-5.5569,-80.8222,28.4,55,24,6.97,PE,1738267235
292,nouadhibou,20.931,-17.0347,22.99,53,0,9.26,MR,1738267236
293,kievka,50.2619,71.5514,-20.14,100,99,2.09,KZ,1738267237
294,hastings,50.8552,0.5729,4.32,80,6,3.71,GB,1738267239
295,queenstown,-31.8976,26.8753,23.09,75,64,1.25,ZA,1738267240
296,kimbe,-5.5502,150.1429,24.97,87,91,0.94,PG,1738267241
297,saint-pierre,-21.3393,55.4781,27.82,74,75,1.03,RE,1738267242
298,taoudenni,22.6783,-3.9836,21.79,13,0,3.71,ML,1738267243
299,borzya,50.3833,116.5167,-33.89,100,89,0.97,RU,1738267244
300,revda,56.801,59.9303,-16.08,100,86,1.18,RU,1738267246
301,ouesso,1.6136,16.0517,24.87,22,13,1.13,CG,1738267247
302,cadale,2.7603,46.3222,24.95,86,6,7.17,SO,1738267248
303,lawrenceburg,38.0373,-84.8966,10.94,56,100,3.6,US,1738267249
304,waingapu,-9.6567,120.2641,25.36,87,100,4.98,ID,1738267250
305,nemuro,43.3236,145.575,-0.81,76,100,10.0,JP,1738267251
306,hadibu,12.65,54.0333,22.83,77,12,4.98,YE,1738267253
307,el bauga,18.262,33.9081,19.85,26,47,5.33,SD,1738267254
308,mantua,45.1667,10.7833,6.11,96,85,1.34,IT,1738267255
309,dudinka,69.4058,86.1778,-23.5,97,100,6.73,RU,1738267256
310,kone,-21.0595,164.8658,25.94,80,82,1.84,NC,1738267257
311,flying fish cove,-10.4217,105.6791,24.82,100,100,6.69,CX,1738267259
312,kosh-agach,50.0,88.6667,-20.74,94,100,1.29,RU,1738267260
313,ola,59.5833,151.2833,-23.51,81,1,4.91,RU,1738267261
314,greymouth,-42.4667,171.2,14.71,78,92,1.68,NZ,1738267250
315,sao joao da barra,-21.6403,-41.0511,28.05,82,62,8.56,BR,1738267263
316,chelakara,10.7,76.35,22.82,80,100,0.54,IN,1738267264
317,aitape,-3.1374,142.3475,25.33,89,100,1.19,PG,1738267266
318,karachi,24.9056,67.0822,19.9,42,22,2.06,PK,1738267107
319,luderitz,-26.6481,15.1594,17.76,83,13,5.41,NA,1738267268
320,santana,-0.0583,-51.1817,27.1,89,100,3.6,BR,1738267269
321,cabo san lucas,22.8909,-109.9124,23.75,24,0,1.79,MX,1738267028
322,raja,8.4596,25.678,22.04,21,1,1.9,SS,1738267271
323,port augusta,-32.5,137.7667,17.39,57,0,3.28,AU,1738267273
324,zhaozhou,45.6833,125.3167,-22.83,97,32,1.57,CN,1738267274
325,palmer,42.1584,-72.3287,-1.36,35,20,7.2,US,1738267275
326,uttar char fasson,22.2332,90.7132,20.83,92,14,3.72,BD,1738267276
327,mil'kovo,55.6078,37.7956,6.3,70,86,4.12,RU,1738267277
328,kapit,2.0167,112.9333,21.87,100,100,0.29,MY,1738267279
329,amga,60.8953,131.9608,-41.0,100,99,0.53,RU,1738267280
330,soria,41.6667,-2.6667,2.29,72,33,3.42,ES,1738267281
331,rosa zarate,0.3333,-79.4667,27.56,83,70,2.83,EC,1738267282
332,uiju,40.1994,124.5317,-16.81,90,16,2.5,KP,1738267283
333,pangody,65.85,74.4859,-25.74,99,22,3.36,RU,1738267284
334,marmande,44.5,0.1667,8.62,93,93,5.18,FR,1738267286
335,zintan,31.9223,12.252,11.04,25,12,3.86,LY,1738267287
336,klyuchi,52.2667,79.1667,-11.31,95,100,4.76,RU,1738267288
337,howrah,22.5892,88.3103,23.0,88,20,4.12,IN,1738267290
338,dabizhuang,39.1931,117.2558,-4.0,68,100,2.0,CN,1738267291
339,dolores,-36.3132,-57.6792,28.1,39,0,6.76,AR,1738267293
340,vanino,49.0869,140.2543,-10.88,79,96,3.44,RU,1738267294
341,praia da vitoria,38.7333,-27.0667,17.14,77,40,5.85,PT,1738267295
342,nova sintra,14.8667,-24.7167,23.54,74,0,10.8,CV,1738267296
343,yuzhno-kurilsk,44.0306,145.8556,-1.12,96,100,11.02,RU,1738267297
344,san juan de los morros,9.9115,-67.3538,31.57,43,85,3.42,VE,1738267298
345,vrangel',42.7297,133.0839,-10.52,73,6,5.17,RU,1738267300
346,togur,58.3631,82.8265,-25.4,99,17,2.22,RU,1738267301
347,bodaybo,57.8506,114.1933,-27.9,97,100,0.23,RU,1738267302
348,kurye,35.2094,127.4644,-3.21,89,49,1.06,KR,1738267303
349,mutsu,41.2894,141.2169,-1.29,87,76,7.0,JP,1738267304
350,zhezqazghan,47.7833,67.7667,-17.89,99,85,1.33,KZ,1738267306
351,changping,40.2186,116.2197,-5.38,72,100,0.22,CN,1738267307
352,muncar,-8.4333,114.3333,26.57,100,100,2.02,ID,1738267308
353,turpan,42.9333,89.1667,-2.99,48,100,0.4,CN,1738267309
354,merizo village,13.2658,144.6691,26.66,84,100,10.07,GU,1738267310
355,saint-philippe,-21.3585,55.7679,27.62,82,89,3.65,RE,1738267311
356,saint-francois,46.4154,3.9054,7.03,93,75,2.57,FR,1738267313
357,tokar,18.4254,37.729,22.78,61,2,2.77,SD,1738267314
358,badger,64.8,-147.5333,-27.7,96,100,0.51,US,1738267315
359,iskateley,67.6803,53.1512,-16.11,97,57,3.4,RU,1738267316
360,arno,60.1167,18.6333,1.55,90,100,3.4,SE,1738267317
361,sassnitz,54.5167,13.65,4.78,88,100,4.69,DE,1738267318
362,la ronge,55.1001,-105.2842,-22.86,64,20,2.06,CA,1738267320
363,mramani,-12.3464,44.5286,27.12,86,19,4.43,KM,1738267321
364,san pedro pochutla,15.7333,-96.4667,32.06,44,0,4.31,MX,1738267322
365,motueka,-41.1333,173.0167,19.5,72,100,0.88,NZ,1738267290
366,cidade velha,14.9167,-23.6167,23.26,68,2,7.72,CV,1738267324
367,smithers,54.7804,-127.1743,-6.82,73,20,1.03,CA,1738267325
368,toulepleu guere,6.574,-8.4259,27.6,44,62,1.12,CI,1738267327
369,coxen hole,16.3244,-86.5366,29.6,62,20,7.2,HN,1738267328
370,isangel,-19.55,169.2667,27.02,80,6,6.01,VU,1738267329
371,laramie,41.3114,-105.5911,0.31,61,0,3.42,US,1738267259
372,pacific grove,36.6177,-121.9166,11.48,82,100,2.57,US,1738267331
373,kavieng,-2.5744,150.7967,28.11,67,95,2.13,PG,1738267332
374,refojos de basto,41.5132,-7.9952,4.84,83,99,2.29,PT,1738267334
375,solnechnyy,50.7214,136.6319,-17.56,79,100,2.73,RU,1738267335
376,grand-lahou,5.1367,-5.0242,27.38,78,1,3.07,CI,1738267336
377,cartagena,10.3997,-75.5144,31.79,58,20,3.6,CO,1738267337
378,ulladulla,-35.35,150.4667,18.47,90,100,3.0,AU,1738267338
379,lihue,21.9789,-159.3672,23.74,90,100,10.56,US,1738267339
380,vila franca do campo,37.7167,-25.4333,16.23,86,92,3.05,PT,1738267341
381,ambon,-3.6954,128.1814,28.82,95,40,1.03,ID,1738267342
382,uturoa,-16.7333,-151.4333,27.69,75,5,8.14,PF,1738267343
383,parras de la fuente,25.4167,-102.1833,23.83,13,99,4.45,MX,1738267345
384,tughyl,47.7252,84.2063,-9.59,91,99,1.56,KZ,1738267347
385,rundu,-17.9333,19.7667,22.88,58,92,2.33,NA,1738267348
386,thunder bay,48.4001,-89.3168,-0.01,69,75,1.54,CA,1738267349
387,llandrindod wells,52.2416,-3.3787,0.99,93,44,3.01,GB,1738267350
388,swakopmund,-22.6833,14.5333,18.89,81,13,5.79,NA,1738267351
389,kragero,58.8693,9.4149,0.15,95,100,2.03,NO,1738267352
390,saquarema,-22.92,-42.5103,26.46,82,99,2.29,BR,1738267354
391,soe,-9.8607,124.284,19.14,96,100,1.18,ID,1738267355
392,illizi,26.4833,8.4667,18.2,12,0,5.17,DZ,1738267356
393,lisala,2.15,21.5167,24.94,32,95,1.54,CD,1738267358
394,carnarvon,-24.8667,113.6333,27.44,76,8,4.47,AU,1738267359
395,bardai,11.65,7.2333,20.98,19,19,4.61,NG,1738267361
396,buka,40.8108,69.1986,0.7,70,51,2.13,UZ,1738267362
397,crane,31.3974,-102.3501,13.54,22,1,13.74,US,1738267363
398,chela,34.069,104.4619,-5.91,84,100,2.31,CN,1738267364
399,metlili chaamba,32.2667,3.6333,14.52,29,40,2.06,DZ,1738267365
400,mohr,54.3528,9.7167,4.42,93,100,3.09,DE,1738267366
401,kargasok,59.0556,80.8572,-27.94,100,26,1.89,RU,1738267368
402,dunlap,41.6378,-85.9217,7.83,56,0,5.66,US,1738267369
403,qingnian,36.8456,115.7117,-3.39,86,100,3.86,CN,1738267220
404,pestretsy,55.7531,49.6545,1.08,97,100,2.7,RU,1738267371
405,khabarovsk,48.4808,135.0928,-12.11,92,75,3.0,RU,1738267215
406,mutuali,-14.8706,37.0044,21.12,96,100,0.72,MZ,1738267374
407,vilyuchinsk,52.9306,158.4028,-3.85,82,100,3.6,RU,1738267375
408,sanctuary point,-35.1114,150.629,19.32,84,100,2.66,AU,1738267376
409,kununurra,-15.7667,128.7333,23.99,88,40,2.57,AU,1738267377
410,labasa,-16.4167,179.3833,23.54,92,100,2.38,FJ,1738267378
411,igualada,41.581,1.6172,8.77,75,11,2.04,ES,1738267379
412,champerico,14.3,-91.9167,29.34,60,0,4.89,GT,1738267381
413,ciudad bolivar,8.1222,-63.5497,35.46,31,67,8.56,VE,1738267382
414,fort bragg,35.139,-79.006,17.12,30,100,2.57,US,1738267383
415,margate,51.3813,1.3862,3.72,81,7,4.96,GB,1738267384
416,peruibe,-24.32,-46.9983,26.17,85,100,1.33,BR,1738267385
417,yeppoon,-23.1333,150.7333,26.64,66,99,7.15,AU,1738267386
418,zhanaozen,43.3,52.8,0.69,62,0,4.13,KZ,1738267388
419,beltran,-27.8291,-64.061,36.23,26,0,4.54,AR,1738267389
420,bel ombre,-4.6167,55.4167,25.91,100,40,1.03,SC,1738267390
421,masterton,-40.9597,175.6575,18.07,92,100,1.52,NZ,1738267391
422,bracebridge,45.0334,-79.3163,-2.73,59,75,5.14,CA,1738267392
423,chibougamau,49.9168,-74.3659,-19.21,65,100,5.14,CA,1738267201
424,puerto colombia,10.9878,-74.9547,31.05,72,72,9.61,CO,1738267395
425,aral,40.5156,81.2636,-4.8,32,10,2.54,CN,1738267201
426,happy valley-goose bay,53.3168,-60.3315,-19.83,54,100,6.69,CA,1738267397
427,coquimbo,-29.9533,-71.3436,21.85,60,0,5.66,CL,1738267398
428,cabedelo,-6.9811,-34.8339,29.37,67,6,4.42,BR,1738267401
429,rennertshofen,48.75,11.0667,2.45,93,75,1.54,DE,1738267402
430,la sarre,48.8002,-79.1996,-10.13,91,100,3.64,CA,1738267403
431,zagora,30.3484,-5.8365,12.09,26,0,5.39,MA,1738267404
432,hithadhoo,-0.6,73.0833,27.92,74,100,5.79,MV,1738267405
433,wewak,-3.5534,143.6268,25.84,87,100,1.63,PG,1738267407
434,tyuratam,45.6507,63.3156,-3.25,96,91,3.05,KZ,1738267408
435,akureyri,65.6835,-18.0878,-6.04,79,0,2.06,IS,1738267409
436,dursunlu,36.1628,36.1597,3.7,49,94,1.5,TR,1738267410
437,fomboni,-12.28,43.7425,28.51,83,0,4.27,KM,1738267411
438,kirando,-7.4167,30.6,22.49,81,100,2.46,TZ,1738267412
439,plettenberg bay,-34.0527,23.3716,20.81,82,7,2.67,ZA,1738267414
440,as sulayyil,20.4607,45.5779,16.0,40,2,6.01,SA,1738267415
441,poltavka,54.3663,71.7632,-23.29,100,71,2.95,RU,1738267416
442,bure,10.7,37.0667,18.55,41,100,2.79,ET,1738267417
443,bonnyville,54.2668,-110.735,-14.76,85,100,3.86,CA,1738267418
444,graaff-reinet,-32.2522,24.5308,26.39,49,94,4.25,ZA,1738267419
445,mandiana,10.6333,-8.6833,27.27,15,0,2.08,GN,1738267421
446,acarau,-2.8856,-40.12,28.01,74,78,5.28,BR,1738267422
447,jimma,7.6667,36.8333,18.58,59,66,1.15,ET,1738267423
448,dawson creek,55.7666,-120.2362,-10.2,79,100,2.06,CA,1738267424
449,kalmunai,7.4167,81.8167,25.05,89,60,1.26,LK,1738267425
450,moshkovo,55.3053,83.6104,-11.72,96,100,2.79,RU,1738267426
451,rakops,-21.0167,24.3333,25.72,28,7,0.83,BW,1738267428
452,nehe,48.4833,124.8333,-16.49,97,100,1.78,CN,1738267429
453,horta,38.5333,-28.6333,17.8,86,75,5.66,PT,1738267430
454,kayyerkan,69.3786,87.7439,-20.46,96,100,5.88,RU,1738267431
455,dwarka,22.2394,68.9678,21.26,78,8,5.06,IN,1738267432
456,luchegorsk,46.4764,134.2569,-14.32,97,100,1.26,RU,1738267433
457,witu,-2.3889,40.4382,23.41,89,3,3.12,KE,1738267435
458,tarakan,3.3,117.6333,25.59,82,100,1.84,ID,1738267436
459,at taj,24.2049,23.2857,15.16,42,63,4.54,LY,1738267437
460,beni,0.5,29.4667,19.39,47,14,0.9,CD,1738267438
461,magistral'nyy,56.1725,107.4458,-34.65,100,79,0.61,RU,1738267439
462,monclova,26.9,-101.4167,20.03,25,100,2.68,MX,1738267280
463,qui nhon,13.7667,109.2333,17.82,93,100,2.56,VN,1738267442
464,aykol,38.1751,77.2132,-3.53,28,0,3.02,CN,1738267443
465,al kharijah,25.4514,30.5464,15.03,44,6,3.78,EG,1738267444
466,vredendal,-31.6683,18.5012,17.58,89,0,2.1,ZA,1738267445
467,kristiansund,63.1115,7.732,3.36,87,75,3.09,NO,1738267446
468,sevsk,52.1491,34.4926,3.96,89,1,2.59,RU,1738267447
469,regina,50.4501,-104.6178,-4.94,82,75,2.06,CA,1738266902
470,mar del plata,-38.0023,-57.5575,26.64,68,0,7.72,AR,1738267450
471,opuwo,-18.0607,13.84,24.5,45,98,4.12,NA,1738267451
472,eisen,36.8217,128.6308,-6.04,90,58,1.13,KR,1738267452
473,mejit,10.2753,170.8646,26.59,75,53,7.35,MH,1738267453
474,vila velha,-20.3297,-40.2925,28.97,61,0,8.75,BR,1738267455
475,nevel'sk,46.6733,141.8633,-4.04,90,100,6.82,RU,1738267456
476,ranibennur,14.6167,75.6167,20.23,24,75,1.0,IN,1738267457
477,santo antonio,-6.3106,-35.4789,28.89,57,84,5.57,BR,1738267458
478,chadan,51.2833,91.5833,-18.99,98,100,0.49,RU,1738267459
479,puerto cabezas,14.0351,-83.3888,27.98,94,75,3.09,NI,1738267218
480,heniches'k,46.1759,34.8034,5.56,90,51,3.1,UA,1738267462
481,troitsko-pechorsk,62.7084,56.1964,-10.92,96,100,2.63,RU,1738267463
482,severo-yeniseyskiy,60.3725,93.0408,-34.77,100,18,1.39,RU,1738267464
483,pingxiang,27.6167,113.85,10.75,80,100,2.45,CN,1738267465
484,gamba,-2.65,10.0,26.0,85,100,2.24,GA,1738267466
485,nishinoomote,30.7333,131.0,10.29,43,24,0.71,JP,1738267467
486,puerto aysen,-45.4,-72.7,23.95,41,3,3.81,CL,1738267469
487,mili,6.0815,171.735,27.17,80,21,8.37,MH,1738267470
488,klaksvik,62.2266,-6.589,2.57,61,100,6.74,FO,1738267471
489,terrace,54.5163,-128.6035,-3.05,86,20,4.12,CA,1738267472
490,juye,35.3947,116.0883,-0.2,83,100,5.41,CN,1738267473
491,milhaud,43.7833,4.3,8.41,100,100,5.14,FR,1738267475
492,mogocha,53.7333,119.7667,-20.0,98,100,0.88,RU,1738267476
493,kuala terengganu,5.3302,103.1408,22.97,88,20,0.51,MY,1738267477
494,yung shue wan,22.2333,114.1167,17.57,65,46,9.24,HK,1738267478
495,emerald,-23.5333,148.1667,22.21,100,4,4.06,AU,1738267479
496,adler,43.43,39.92,5.09,60,20,0.0,RU,1738267480
497,ivdel',60.6911,60.4206,-25.28,100,96,1.06,RU,1738267482
498,agramunt,41.7869,1.0968,4.71,90,12,0.75,ES,1738267483
499,mahibadhoo,3.7833,72.9667,27.2,80,100,4.62,MV,1738267484
500,macenta,8.5435,-9.471,24.51,24,4,1.33,GN,1738267485
501,sinnar,13.5691,33.5672,23.6,19,1,5.16,SD,1738267486
502,al abyar,32.19,20.5965,11.56,75,0,1.46,LY,1738267487
503,khanty-mansiysk,61.0042,69.0019,-27.94,69,0,0.0,RU,1738267489
504,rasskazovo,52.6714,41.9033,2.9,90,100,2.42,RU,1738267490
505,veraval,20.9,70.3667,20.15,80,5,4.53,IN,1738267491
506,lata,40.1629,-8.3327,5.4,80,56,1.76,PT,1738267492
507,sanga-sanga,5.0725,119.7853,27.33,79,90,5.07,PH,1738267493
508,middelburg,-25.7751,29.4648,22.39,50,92,0.7,ZA,1738267494
509,pierre,44.3683,-100.351,8.51,46,0,5.66,US,1738267496
510,dunedin,-45.8742,170.5036,16.0,72,99,2.24,NZ,1738267224
511,otuzco,-7.9,-78.5833,15.22,69,92,3.62,PE,1738267498
512,alesund,62.4723,6.1549,5.08,85,75,1.03,NO,1738267499
513,liberal,37.0431,-100.921,8.08,57,75,2.57,US,1738267500
514,hoemul-li,41.4339,129.67,-10.48,64,0,2.62,KP,1738267501
515,cholpon-ata,42.6494,77.0823,-2.72,79,100,1.89,KG,1738267502
516,sur,22.5667,59.5289,20.55,61,0,4.28,OM,1738267504
517,nambucca heads,-30.65,153.0,21.37,91,16,1.18,AU,1738267505
518,ende,-8.8432,121.6623,23.9,92,100,2.2,ID,1738267506
519,kish,26.5578,54.0194,20.15,52,0,8.23,IR,1738267507
520,kruisfontein,-34.0033,24.7314,20.66,79,1,2.72,ZA,1738267508
521,sarina,-21.4333,149.2167,27.37,1,95,6.72,AU,1738267510
522,fort st. john,56.2499,-120.8529,-12.06,85,100,3.6,CA,1738267512
523,goba,7.0167,39.9833,13.66,50,87,0.46,ET,1738267513
524,devils lake,48.1128,-98.8651,-0.03,82,0,2.57,US,1738267514
525,fredericton,45.9454,-66.6656,-12.42,53,0,6.17,CA,1738267516
526,shalqar,47.8333,59.6,-0.95,86,100,3.57,KZ,1738267517
527,saldanha,-33.0117,17.9442,18.36,84,32,3.75,ZA,1738267518
528,luanco,43.6152,-5.7934,10.71,82,98,1.96,ES,1738267519
529,sungai raya,0.7,108.9,24.32,91,100,3.51,ID,1738267520
530,zaozersk,69.4005,32.4476,-1.29,97,100,11.66,RU,1738267522
531,bria,6.5423,21.9863,24.21,20,89,1.51,CF,1738267523
532,kilju,40.9642,129.3278,-12.72,71,0,2.53,KP,1738267525
533,antigonish,45.6169,-61.9986,-13.88,84,59,3.13,CA,1738267526
534,nizhniy odes,63.6445,54.856,-9.72,95,100,2.92,RU,1738267527
535,colonia menno,-22.3667,-59.8167,34.39,41,39,3.1,PY,1738267528
536,barra de santo antonio,-9.4047,-35.5072,27.13,68,10,4.14,BR,1738267529
537,taikang,46.8333,124.4167,-23.24,91,58,2.71,CN,1738267530
538,punata,-17.55,-65.8333,16.94,67,95,2.34,BO,1738267532
539,sovetskaya gavan',48.9723,140.2878,-9.02,75,100,4.16,RU,1738267533
540,chur,46.8499,9.5329,0.98,84,90,3.0,CH,1738267534
541,maumere,-8.6199,122.2111,25.62,89,100,4.36,ID,1738267535
542,dryden,49.7833,-92.7503,-2.84,80,75,2.57,CA,1738267536
543,abilene,32.4487,-99.7331,18.99,24,0,8.75,US,1738267358
544,okhotsk,59.3833,143.3,-21.02,70,0,6.53,RU,1738267539
545,kuraymah,18.55,31.85,19.33,23,11,4.72,SD,1738267540
546,lekki,6.3607,4.8333,26.91,80,33,2.41,NG,1738267541
547,tateyama,34.9833,139.8667,5.58,51,61,4.4,JP,1738267542
548,andkhoy,36.9529,65.1238,5.12,60,100,1.11,AF,1738267543
549,contamana,-7.3333,-75.0167,29.36,69,85,0.33,PE,1738267544
550,itamaraca,-7.7478,-34.8256,27.15,68,18,3.16,BR,1738267546
551,kittila,67.6647,24.8936,-5.22,93,100,2.57,FI,1738267547
552,manaure,11.7751,-72.4445,31.78,50,38,10.5,CO,1738267548
553,namtsy,62.7161,129.6658,-43.05,100,100,0.6,RU,1738267549
554,port isabel,26.0734,-97.2086,25.58,76,100,3.6,US,1738267550
555,brazzaville,-4.2658,15.2832,29.2,65,40,1.54,CG,1738267552
556,faridabad,28.4333,77.3167,14.14,53,0,1.2,IN,1738267553
557,antsohihy,-14.8796,47.9875,25.17,92,100,0.51,MG,1738267554
558,concepcion,-36.827,-73.0498,20.89,52,0,6.17,CL,1738267555
559,vetluzhskiy,58.3902,45.4654,0.88,98,100,2.76,RU,1738267556
560,pemba,-12.974,40.5178,26.67,85,11,3.2,MZ,1738267557
561,laojunmiao,39.8333,97.7333,-6.81,35,86,2.15,CN,1738267559
562,lukolela,-1.0605,17.1821,25.41,52,81,0.89,CD,1738267560
563,the pas,53.8251,-101.2541,-22.99,64,40,4.12,CA,1738267561
564,baoqing,46.3317,132.2111,-14.7,91,100,2.59,CN,1738267562
565,gonzaga,44.9498,10.8209,6.09,94,71,2.29,IT,1738267563
566,san marcos,33.1434,-117.1661,14.51,72,100,3.6,US,1738267394
567,velikiy ustyug,60.7644,46.3106,1.2,100,100,3.54,RU,1738267566
568,rudbar,30.15,62.6,5.56,42,73,5.19,AF,1738267567
569,urzhar,47.093,81.6294,-5.1,98,100,1.3,KZ,1738267568
570,sompeta,18.9333,84.6,21.15,87,5,3.48,IN,1738267569
571,siwa oasis,29.2041,25.5195,15.78,47,0,1.99,EG,1738267570
572,tabou,4.423,-7.3528,26.87,83,6,2.85,CI,1738267572
573,tadine,-21.55,167.8833,26.6,79,9,6.76,NC,1738267573
574,minas de marcona,-15.2119,-75.1103,22.85,58,51,7.49,PE,1738267574
575,tubarjal,30.4999,38.216,11.98,29,62,4.38,SA,1738267575
576,pak phanang,8.3511,100.202,23.27,79,100,1.69,TH,1738267576
577,malysheva,57.1185,61.4035,-20.24,100,100,1.4,RU,1738267578
578,reggane,26.7158,0.1714,17.44,17,83,1.95,DZ,1738267579
579,vilassar de mar,41.5096,2.3937,13.84,65,5,2.68,ES,1738267580
580,kucove,40.8003,19.9167,12.35,81,77,0.86,AL,1738267581
581,berezovyy,51.6667,135.7,-19.61,84,100,2.06,RU,1738267582
582,alta,69.9689,23.2717,-4.41,93,100,1.54,NO,1738267583
